State: (1, 1, 'N'), Optimal Value: 175.178252
State: (1, 1, 'N'), Optimal Action: 2

State: (1, 1, 'S'), Optimal Value: 182.721879
State: (1, 1, 'S'), Optimal Action: 1

State: (1, 1, 'W'), Optimal Value: 172.585737
State: (1, 1, 'W'), Optimal Action: 3

State: (1, 1, 'E'), Optimal Value: 185.450842
State: (1, 1, 'E'), Optimal Action: 1

State: (2, 1, 'N'), Optimal Value: 174.450842
State: (2, 1, 'N'), Optimal Action: 2

State: (2, 1, 'S'), Optimal Value: 174.450842
State: (2, 1, 'S'), Optimal Action: 3

State: (2, 1, 'W'), Optimal Value: 173.956403
State: (2, 1, 'W'), Optimal Action: 1

State: (2, 1, 'E'), Optimal Value: 184.685091
State: (2, 1, 'E'), Optimal Action: 1

State: (3, 1, 'N'), Optimal Value: 173.685091
State: (3, 1, 'N'), Optimal Action: 2

State: (3, 1, 'S'), Optimal Value: 173.685091
State: (3, 1, 'S'), Optimal Action: 3

State: (3, 1, 'W'), Optimal Value: 175.258535
State: (3, 1, 'W'), Optimal Action: 1

State: (3, 1, 'E'), Optimal Value: 183.879094
State: (3, 1, 'E'), Optimal Action: 1

State: (4, 1, 'N'), Optimal Value: 172.879094
State: (4, 1, 'N'), Optimal Action: 2

State: (4, 1, 'S'), Optimal Value: 172.879094
State: (4, 1, 'S'), Optimal Action: 3

State: (4, 1, 'W'), Optimal Value: 176.495561
State: (4, 1, 'W'), Optimal Action: 1

State: (4, 1, 'E'), Optimal Value: 183.030675
State: (4, 1, 'E'), Optimal Action: 1

State: (5, 1, 'N'), Optimal Value: 172.030675
State: (5, 1, 'N'), Optimal Action: 2

State: (5, 1, 'S'), Optimal Value: 172.030675
State: (5, 1, 'S'), Optimal Action: 3

State: (5, 1, 'W'), Optimal Value: 177.670736
State: (5, 1, 'W'), Optimal Action: 1

State: (5, 1, 'E'), Optimal Value: 182.137602
State: (5, 1, 'E'), Optimal Action: 1

State: (6, 1, 'N'), Optimal Value: 171.137602
State: (6, 1, 'N'), Optimal Action: 2

State: (6, 1, 'S'), Optimal Value: 171.137602
State: (6, 1, 'S'), Optimal Action: 3

State: (6, 1, 'W'), Optimal Value: 178.787152
State: (6, 1, 'W'), Optimal Action: 1

State: (6, 1, 'E'), Optimal Value: 181.197526
State: (6, 1, 'E'), Optimal Action: 1

State: (7, 1, 'N'), Optimal Value: 170.197526
State: (7, 1, 'N'), Optimal Action: 2

State: (7, 1, 'S'), Optimal Value: 170.197526
State: (7, 1, 'S'), Optimal Action: 3

State: (7, 1, 'W'), Optimal Value: 179.847747
State: (7, 1, 'W'), Optimal Action: 1

State: (7, 1, 'E'), Optimal Value: 180.207972
State: (7, 1, 'E'), Optimal Action: 1

State: (8, 1, 'N'), Optimal Value: 170.812516
State: (8, 1, 'N'), Optimal Action: 3

State: (8, 1, 'S'), Optimal Value: 170.812516
State: (8, 1, 'S'), Optimal Action: 2

State: (8, 1, 'W'), Optimal Value: 180.855312
State: (8, 1, 'W'), Optimal Action: 1

State: (8, 1, 'E'), Optimal Value: 179.166336
State: (8, 1, 'E'), Optimal Action: 1

State: (9, 1, 'N'), Optimal Value: 171.721879
State: (9, 1, 'N'), Optimal Action: 3

State: (9, 1, 'S'), Optimal Value: 171.721879
State: (9, 1, 'S'), Optimal Action: 2

State: (9, 1, 'W'), Optimal Value: 181.812516
State: (9, 1, 'W'), Optimal Action: 1

State: (9, 1, 'E'), Optimal Value: 178.069878
State: (9, 1, 'E'), Optimal Action: 1

State: (10, 1, 'N'), Optimal Value: 172.585737
State: (10, 1, 'N'), Optimal Action: 3

State: (10, 1, 'S'), Optimal Value: 187.279745
State: (10, 1, 'S'), Optimal Action: 1

State: (10, 1, 'W'), Optimal Value: 182.721879
State: (10, 1, 'W'), Optimal Action: 1

State: (10, 1, 'E'), Optimal Value: 176.915710
State: (10, 1, 'E'), Optimal Action: 2

State: (1, 10, 'N'), Optimal Value: 184.355810
State: (1, 10, 'N'), Optimal Action: 1

State: (1, 10, 'S'), Optimal Value: 172.585737
State: (1, 10, 'S'), Optimal Action: 3

State: (1, 10, 'W'), Optimal Value: 174.137924
State: (1, 10, 'W'), Optimal Action: 2

State: (1, 10, 'E'), Optimal Value: 182.721879
State: (1, 10, 'E'), Optimal Action: 1

State: (2, 10, 'N'), Optimal Value: 175.159384
State: (2, 10, 'N'), Optimal Action: 3

State: (2, 10, 'S'), Optimal Value: 175.159384
State: (2, 10, 'S'), Optimal Action: 2

State: (2, 10, 'W'), Optimal Value: 185.430981
State: (2, 10, 'W'), Optimal Action: 1

State: (2, 10, 'E'), Optimal Value: 181.812499
State: (2, 10, 'E'), Optimal Action: 1

State: (3, 10, 'N'), Optimal Value: 175.851368
State: (3, 10, 'N'), Optimal Action: 3

State: (3, 10, 'S'), Optimal Value: 175.851368
State: (3, 10, 'S'), Optimal Action: 2

State: (3, 10, 'W'), Optimal Value: 186.159384
State: (3, 10, 'W'), Optimal Action: 1

State: (3, 10, 'E'), Optimal Value: 180.855312
State: (3, 10, 'E'), Optimal Action: 1

State: (4, 10, 'N'), Optimal Value: 176.508752
State: (4, 10, 'N'), Optimal Action: 3

State: (4, 10, 'S'), Optimal Value: 176.508752
State: (4, 10, 'S'), Optimal Action: 2

State: (4, 10, 'W'), Optimal Value: 186.851368
State: (4, 10, 'W'), Optimal Action: 1

State: (4, 10, 'E'), Optimal Value: 179.847747
State: (4, 10, 'E'), Optimal Action: 1

State: (5, 10, 'N'), Optimal Value: 177.133267
State: (5, 10, 'N'), Optimal Action: 3

State: (5, 10, 'S'), Optimal Value: 177.133267
State: (5, 10, 'S'), Optimal Action: 2

State: (5, 10, 'W'), Optimal Value: 187.508752
State: (5, 10, 'W'), Optimal Action: 1

State: (5, 10, 'E'), Optimal Value: 178.787152
State: (5, 10, 'E'), Optimal Action: 1

State: (6, 10, 'N'), Optimal Value: 177.726556
State: (6, 10, 'N'), Optimal Action: 3

State: (6, 10, 'S'), Optimal Value: 177.726556
State: (6, 10, 'S'), Optimal Action: 2

State: (6, 10, 'W'), Optimal Value: 188.133267
State: (6, 10, 'W'), Optimal Action: 1

State: (6, 10, 'E'), Optimal Value: 177.670736
State: (6, 10, 'E'), Optimal Action: 1

State: (7, 10, 'N'), Optimal Value: 178.290181
State: (7, 10, 'N'), Optimal Action: 3

State: (7, 10, 'S'), Optimal Value: 178.290181
State: (7, 10, 'S'), Optimal Action: 2

State: (7, 10, 'W'), Optimal Value: 188.726556
State: (7, 10, 'W'), Optimal Action: 1

State: (7, 10, 'E'), Optimal Value: 176.495561
State: (7, 10, 'E'), Optimal Action: 1

State: (8, 10, 'N'), Optimal Value: 178.825624
State: (8, 10, 'N'), Optimal Action: 3

State: (8, 10, 'S'), Optimal Value: 178.825624
State: (8, 10, 'S'), Optimal Action: 2

State: (8, 10, 'W'), Optimal Value: 189.290181
State: (8, 10, 'W'), Optimal Action: 1

State: (8, 10, 'E'), Optimal Value: 175.258535
State: (8, 10, 'E'), Optimal Action: 1

State: (9, 10, 'N'), Optimal Value: 179.334348
State: (9, 10, 'N'), Optimal Action: 3

State: (9, 10, 'S'), Optimal Value: 179.334348
State: (9, 10, 'S'), Optimal Action: 2

State: (9, 10, 'W'), Optimal Value: 189.825624
State: (9, 10, 'W'), Optimal Action: 1

State: (9, 10, 'E'), Optimal Value: 173.956403
State: (9, 10, 'E'), Optimal Action: 1

State: (10, 10, 'N'), Optimal Value: 182.721879
State: (10, 10, 'N'), Optimal Action: 1

State: (10, 10, 'S'), Optimal Value: 179.817583
State: (10, 10, 'S'), Optimal Action: 2

State: (10, 10, 'W'), Optimal Value: 190.334348
State: (10, 10, 'W'), Optimal Action: 1

State: (10, 10, 'E'), Optimal Value: 172.585737
State: (10, 10, 'E'), Optimal Action: 3

State: (1, 2, 'N'), Optimal Value: 176.419292
State: (1, 2, 'N'), Optimal Action: 1

State: (1, 2, 'S'), Optimal Value: 181.812499
State: (1, 2, 'S'), Optimal Action: 1

State: (1, 2, 'W'), Optimal Value: 171.721879
State: (1, 2, 'W'), Optimal Action: 3

State: (1, 2, 'E'), Optimal Value: 171.721879
State: (1, 2, 'E'), Optimal Action: 2

State: (1, 3, 'N'), Optimal Value: 177.598280
State: (1, 3, 'N'), Optimal Action: 1

State: (1, 3, 'S'), Optimal Value: 180.855312
State: (1, 3, 'S'), Optimal Action: 1

State: (1, 3, 'W'), Optimal Value: 170.812499
State: (1, 3, 'W'), Optimal Action: 3

State: (1, 3, 'E'), Optimal Value: 170.812499
State: (1, 3, 'E'), Optimal Action: 2

State: (1, 4, 'N'), Optimal Value: 178.718319
State: (1, 4, 'N'), Optimal Action: 1

State: (1, 4, 'S'), Optimal Value: 179.847747
State: (1, 4, 'S'), Optimal Action: 1

State: (1, 4, 'W'), Optimal Value: 169.855312
State: (1, 4, 'W'), Optimal Action: 3

State: (1, 4, 'E'), Optimal Value: 169.855312
State: (1, 4, 'E'), Optimal Action: 2

State: (1, 5, 'N'), Optimal Value: 179.782355
State: (1, 5, 'N'), Optimal Action: 1

State: (1, 5, 'S'), Optimal Value: 178.787152
State: (1, 5, 'S'), Optimal Action: 1

State: (1, 5, 'W'), Optimal Value: 169.793190
State: (1, 5, 'W'), Optimal Action: 2

State: (1, 5, 'E'), Optimal Value: 169.793190
State: (1, 5, 'E'), Optimal Action: 3

State: (1, 6, 'N'), Optimal Value: 180.793190
State: (1, 6, 'N'), Optimal Action: 1

State: (1, 6, 'S'), Optimal Value: 177.670736
State: (1, 6, 'S'), Optimal Action: 1

State: (1, 6, 'W'), Optimal Value: 170.753483
State: (1, 6, 'W'), Optimal Action: 2

State: (1, 6, 'E'), Optimal Value: 170.753483
State: (1, 6, 'E'), Optimal Action: 3

State: (1, 7, 'N'), Optimal Value: 181.753483
State: (1, 7, 'N'), Optimal Action: 1

State: (1, 7, 'S'), Optimal Value: 176.495561
State: (1, 7, 'S'), Optimal Action: 1

State: (1, 7, 'W'), Optimal Value: 171.665762
State: (1, 7, 'W'), Optimal Action: 2

State: (1, 7, 'E'), Optimal Value: 171.665762
State: (1, 7, 'E'), Optimal Action: 3

State: (1, 8, 'N'), Optimal Value: 182.665762
State: (1, 8, 'N'), Optimal Action: 1

State: (1, 8, 'S'), Optimal Value: 175.258535
State: (1, 8, 'S'), Optimal Action: 1

State: (1, 8, 'W'), Optimal Value: 172.532426
State: (1, 8, 'W'), Optimal Action: 2

State: (1, 8, 'E'), Optimal Value: 172.532426
State: (1, 8, 'E'), Optimal Action: 3

State: (1, 9, 'N'), Optimal Value: 183.532426
State: (1, 9, 'N'), Optimal Action: 1

State: (1, 9, 'S'), Optimal Value: 173.956403
State: (1, 9, 'S'), Optimal Action: 1

State: (1, 9, 'W'), Optimal Value: 173.355810
State: (1, 9, 'W'), Optimal Action: 2

State: (1, 9, 'E'), Optimal Value: 173.355810
State: (1, 9, 'E'), Optimal Action: 3

State: (10, 2, 'N'), Optimal Value: 173.956403
State: (10, 2, 'N'), Optimal Action: 1

State: (10, 2, 'S'), Optimal Value: 186.610253
State: (10, 2, 'S'), Optimal Action: 1

State: (10, 2, 'W'), Optimal Value: 176.279745
State: (10, 2, 'W'), Optimal Action: 3

State: (10, 2, 'E'), Optimal Value: 176.279745
State: (10, 2, 'E'), Optimal Action: 2

State: (10, 3, 'N'), Optimal Value: 175.258535
State: (10, 3, 'N'), Optimal Action: 1

State: (10, 3, 'S'), Optimal Value: 185.905579
State: (10, 3, 'S'), Optimal Action: 1

State: (10, 3, 'W'), Optimal Value: 175.610253
State: (10, 3, 'W'), Optimal Action: 3

State: (10, 3, 'E'), Optimal Value: 175.610253
State: (10, 3, 'E'), Optimal Action: 2

State: (10, 4, 'N'), Optimal Value: 176.495561
State: (10, 4, 'N'), Optimal Action: 1

State: (10, 4, 'S'), Optimal Value: 185.163818
State: (10, 4, 'S'), Optimal Action: 1

State: (10, 4, 'W'), Optimal Value: 174.905579
State: (10, 4, 'W'), Optimal Action: 3

State: (10, 4, 'E'), Optimal Value: 174.905579
State: (10, 4, 'E'), Optimal Action: 2

State: (10, 5, 'N'), Optimal Value: 177.670736
State: (10, 5, 'N'), Optimal Action: 1

State: (10, 5, 'S'), Optimal Value: 184.383016
State: (10, 5, 'S'), Optimal Action: 1

State: (10, 5, 'W'), Optimal Value: 174.163818
State: (10, 5, 'W'), Optimal Action: 3

State: (10, 5, 'E'), Optimal Value: 174.163818
State: (10, 5, 'E'), Optimal Action: 2

State: (10, 6, 'N'), Optimal Value: 178.787152
State: (10, 6, 'N'), Optimal Action: 1

State: (10, 6, 'S'), Optimal Value: 183.561119
State: (10, 6, 'S'), Optimal Action: 1

State: (10, 6, 'W'), Optimal Value: 173.383016
State: (10, 6, 'W'), Optimal Action: 3

State: (10, 6, 'E'), Optimal Value: 173.383016
State: (10, 6, 'E'), Optimal Action: 2

State: (10, 7, 'N'), Optimal Value: 179.847747
State: (10, 7, 'N'), Optimal Action: 1

State: (10, 7, 'S'), Optimal Value: 182.695965
State: (10, 7, 'S'), Optimal Action: 1

State: (10, 7, 'W'), Optimal Value: 172.561119
State: (10, 7, 'W'), Optimal Action: 3

State: (10, 7, 'E'), Optimal Value: 172.561119
State: (10, 7, 'E'), Optimal Action: 2

State: (10, 8, 'N'), Optimal Value: 180.855312
State: (10, 8, 'N'), Optimal Action: 1

State: (10, 8, 'S'), Optimal Value: 181.785276
State: (10, 8, 'S'), Optimal Action: 1

State: (10, 8, 'W'), Optimal Value: 171.695965
State: (10, 8, 'W'), Optimal Action: 3

State: (10, 8, 'E'), Optimal Value: 171.695965
State: (10, 8, 'E'), Optimal Action: 2

State: (10, 9, 'N'), Optimal Value: 181.812499
State: (10, 9, 'N'), Optimal Action: 1

State: (10, 9, 'S'), Optimal Value: 180.826656
State: (10, 9, 'S'), Optimal Action: 1

State: (10, 9, 'W'), Optimal Value: 171.721879
State: (10, 9, 'W'), Optimal Action: 2

State: (10, 9, 'E'), Optimal Value: 171.721879
State: (10, 9, 'E'), Optimal Action: 3

