Episode,Loss
0,45.15386199951172
1,43.42677307128906
2,30.859865188598633
3,22.219676971435547
4,52.453941345214844
5,77.19478607177734
6,57.3775634765625
7,162.93362426757812
8,47.72007751464844
9,144.78208923339844
10,23.538984298706055
11,64.53158569335938
12,90.04610443115234
13,97.65018463134766
14,79.4904556274414
15,83.50956726074219
16,35.54017639160156
17,163.8663330078125
18,75.20260620117188
19,130.077392578125
20,140.87811279296875
21,129.67062377929688
22,47.83085250854492
23,71.73475646972656
24,49.75041198730469
25,133.28855895996094
26,68.75474548339844
27,150.31201171875
28,198.25634765625
29,112.81013488769531
30,197.89329528808594
31,84.9420166015625
32,151.06568908691406
33,199.2479248046875
34,64.50779724121094
35,103.46601867675781
36,60.87458038330078
37,60.798980712890625
38,110.46443176269531
39,82.29148864746094
40,71.09903717041016
41,213.868896484375
42,71.80278015136719
43,70.55499267578125
44,142.28945922851562
45,299.07037353515625
46,626.8475341796875
47,84.62700653076172
48,99.83916473388672
49,81.06671905517578
50,67.71891784667969
51,81.52460479736328
52,496.67022705078125
53,427.9325866699219
54,51.13410949707031
55,58.724853515625
56,292.0711975097656
57,209.29928588867188
58,200.572265625
59,94.92050170898438
60,46.425743103027344
61,54.319175720214844
62,94.1893539428711
63,70.72248077392578
64,108.61851501464844
65,169.01295471191406
66,70.59693908691406
67,90.4768295288086
68,610.5155639648438
69,103.52912139892578
70,152.21884155273438
71,153.3505859375
72,46.47003936767578
73,250.17935180664062
74,180.51954650878906
75,45.363059997558594
76,112.22538757324219
77,60.74311828613281
78,79.55622863769531
79,65.801513671875
80,89.8259506225586
81,69.49239349365234
82,236.08279418945312
83,125.32840728759766
84,106.23117065429688
85,72.68208312988281
86,219.6147918701172
87,123.99114227294922
88,178.08969116210938
89,296.4435119628906
90,63.32183074951172
91,4151.46484375
92,116.99905395507812
93,125.0109634399414
94,53.88941955566406
95,307.42987060546875
96,64.57374572753906
97,173.408447265625
98,236.643310546875
99,130.9486083984375
100,241.33486938476562
101,227.8822479248047
102,77.24151611328125
103,142.677734375
104,166.9296112060547
105,113.78195190429688
106,115.6573715209961
107,845.6160278320312
108,236.41586303710938
109,84.95097351074219
110,168.3527374267578
111,179.74114990234375
112,126.45697021484375
113,231.56333923339844
114,153.39166259765625
115,145.87789916992188
116,220.2205810546875
117,159.109619140625
118,64.80621337890625
119,140.88633728027344
120,167.49070739746094
121,148.77464294433594
122,372.54888916015625
123,302.6155700683594
124,493.2997131347656
125,75.91899108886719
126,190.39669799804688
127,169.00660705566406
128,25.089073181152344
129,123.23645782470703
130,92.52021789550781
131,110.03392028808594
132,120.7194595336914
133,73.46456909179688
134,232.2950439453125
135,362.5491943359375
136,113.22589874267578
137,122.6895980834961
138,87.07218933105469
139,168.99810791015625
140,118.49806213378906
141,34.96153259277344
142,828.481689453125
143,93.1004638671875
144,2382.2197265625
145,92.50260925292969
146,109.46246337890625
147,95.40552520751953
148,71.92555236816406
149,956.222412109375
150,46.42639923095703
151,374.6000061035156
152,137.43991088867188
153,77.36520385742188
154,94.17449951171875
155,105.41151428222656
156,618.8727416992188
157,63.26114273071289
158,53.82710266113281
159,100.5759506225586
160,87.8416519165039
161,663.8316650390625
162,76.52498626708984
163,211.42274475097656
164,127.09403228759766
165,119.13574981689453
166,352.2613830566406
167,133.24368286132812
168,171.8270263671875
169,349.8785095214844
170,69.91896057128906
171,654.2456665039062
172,2968.026123046875
173,188.9256591796875
174,91.27072143554688
175,66.4034194946289
176,51.78651809692383
177,71.86972045898438
178,261.03839111328125
179,158.0548095703125
180,585.033935546875
181,158.03509521484375
182,140.75643920898438
183,259.844970703125
184,287.74591064453125
185,110.59420776367188
186,310.7635498046875
187,234.8220977783203
188,163.90350341796875
189,49.546112060546875
190,98.21441650390625
191,225.0598907470703
192,241.93589782714844
193,239.9923095703125
194,112.7273178100586
195,129.89186096191406
196,88.90089416503906
197,84.04244995117188
198,149.8960723876953
199,139.3741455078125
