Episode,Loss
1,-24.47412109375
2,-35.98768615722656
3,22.821575164794922
4,74.78559875488281
5,19.5635986328125
6,-1.4557952880859375
7,34.30341339111328
8,-7.3397216796875
9,-20.473785400390625
10,7.2313385009765625
11,15.908096313476562
12,-11.061920166015625
13,20.043758392333984
14,-9.208820343017578
15,-9.433799743652344
16,-2.3805694580078125
17,-24.406997680664062
18,-70.32026672363281
19,-31.205947875976562
20,-11.501113891601562
21,-22.672828674316406
22,-60.54335403442383
23,-57.09281921386719
24,-109.75594329833984
25,-26.94445037841797
26,-10.404769897460938
27,-128.71946716308594
28,-139.43734741210938
29,96.81787872314453
30,-118.48424530029297
31,-36.233245849609375
32,87.13642883300781
33,-41.75031280517578
34,-104.2849349975586
35,-218.05618286132812
36,-237.68179321289062
37,-303.7897033691406
38,-405.68798828125
39,-96.46601867675781
40,-194.9230499267578
41,-505.9701843261719
42,-244.39950561523438
43,60.4859619140625
44,-166.58876037597656
45,-336.0234680175781
46,-234.6742706298828
47,-72.43829345703125
48,-183.24951171875
49,-222.18511962890625
50,119.78480529785156
51,-36.522239685058594
52,15.754562377929688
53,-163.42433166503906
54,-63.966636657714844
55,-303.279296875
56,161.44927978515625
57,325.3907775878906
58,-109.85830688476562
59,101.45740509033203
60,170.08737182617188
61,-152.39207458496094
62,186.73910522460938
63,498.84332275390625
64,173.90318298339844
65,73.9296875
66,160.65585327148438
67,-126.12715148925781
68,3.1289138793945312
69,46.840152740478516
70,9.359542846679688
71,-293.77593994140625
72,-277.8748779296875
73,165.61224365234375
74,34.39140319824219
75,-221.50442504882812
76,83.22230529785156
77,-11.88284683227539
78,-203.06321716308594
79,-145.328857421875
80,121.06344604492188
81,65.5831298828125
82,181.66342163085938
83,-336.36737060546875
84,-63.770851135253906
85,1.3188629150390625
86,-161.13731384277344
87,-282.1624755859375
88,-105.9023666381836
89,-138.51943969726562
90,-45.61442565917969
91,68.96517944335938
92,-18.00079917907715
93,2.653095245361328
94,95.4325180053711
95,-53.74690246582031
96,277.4715270996094
97,-138.87075805664062
98,-154.75559997558594
99,-171.78561401367188
100,-8.779258728027344
101,139.1643524169922
102,-95.80364227294922
103,-203.5912628173828
104,-19.818599700927734
105,-66.57312774658203
106,-257.90789794921875
107,-162.6046905517578
108,-75.89018249511719
109,200.49253845214844
110,-99.61882019042969
111,-122.78054809570312
112,-212.1611328125
113,-119.5760498046875
114,-167.24618530273438
115,-38.06982421875
116,-340.57794189453125
117,-108.6049575805664
118,-66.29707336425781
119,-228.66062927246094
120,-8.301607131958008
121,36.77484893798828
122,-10.273824691772461
123,-102.06253051757812
124,-179.49600219726562
125,-224.83523559570312
126,-46.59485626220703
127,-119.86442565917969
128,10.823738098144531
129,147.57000732421875
130,-2.1898860931396484
131,77.61329650878906
132,-59.99736022949219
133,47.159908294677734
134,121.99136352539062
135,-6.410274505615234
136,-6.761329650878906
137,-14.275627136230469
138,237.22726440429688
139,336.0765380859375
140,219.93695068359375
141,204.29122924804688
142,19.804996490478516
143,229.9114990234375
144,173.0644073486328
145,427.28021240234375
146,-89.36918640136719
147,-131.53024291992188
148,-83.04069519042969
149,108.09591674804688
150,-423.61962890625
151,-12.342666625976562
152,-443.681884765625
153,-379.1556396484375
154,-472.33087158203125
155,100.49746704101562
156,-141.6571044921875
157,63.0999755859375
158,-22.540390014648438
159,59.947654724121094
160,-57.03525924682617
161,127.64500427246094
162,76.91220092773438
163,86.88232421875
164,39.7486572265625
165,-16.429183959960938
166,234.03919982910156
167,448.9570007324219
168,-159.87411499023438
169,6.855033874511719
170,377.34033203125
171,145.57400512695312
172,12.270095825195312
173,-51.96800231933594
174,311.67340087890625
175,-157.65296936035156
176,-184.6643524169922
177,-114.9471435546875
178,148.35818481445312
179,-223.98609924316406
180,113.52198028564453
181,-126.49484252929688
182,-715.017822265625
183,-253.1458740234375
184,241.95700073242188
185,-311.2266845703125
186,5.052696228027344
187,107.1873779296875
188,-29.11349868774414
189,76.69535827636719
190,135.23095703125
191,135.65145874023438
192,313.60418701171875
193,63.43363952636719
194,-253.15374755859375
195,34.33733367919922
196,76.0075912475586
197,96.28551483154297
198,-224.76129150390625
199,-37.403045654296875
200,-96.07614135742188
