Episode,Total Return
1,0.39340075850486755
2,0.5586980581283569
3,0.23540198802947998
4,0.413038045167923
5,0.710486114025116
6,1.147255301475525
7,0.4390760064125061
8,0.3601001501083374
9,0.6007198691368103
10,0.7602546215057373
11,1.1638847589492798
12,1.629217505455017
13,1.265601634979248
14,1.3701528310775757
15,2.4189629554748535
16,1.8094348907470703
17,1.0152909755706787
18,0.5627633333206177
19,1.2573574781417847
20,0.99757319688797
21,1.3897429704666138
22,0.8422884941101074
23,1.3822031021118164
24,2.183523416519165
25,0.6643853783607483
26,0.7971341609954834
27,1.550482153892517
28,1.3313062191009521
29,0.7695897221565247
30,1.9572384357452393
31,1.2614474296569824
32,0.6361474394798279
33,1.486655831336975
34,0.49604132771492004
35,2.112135410308838
36,0.9659326076507568
37,1.3635116815567017
38,0.7939250469207764
39,1.5766234397888184
40,0.7636468410491943
41,0.5558256506919861
42,0.7796770930290222
43,0.815525233745575
44,0.9742050170898438
45,1.4068049192428589
46,1.5549323558807373
47,1.0355108976364136
48,1.271539568901062
49,0.6612944006919861
50,0.5595707893371582
51,1.0709795951843262
52,0.9383456110954285
53,0.8668915629386902
54,1.1959904432296753
55,1.4825105667114258
56,0.8827859163284302
57,0.5834642052650452
58,0.9349513649940491
59,1.0054306983947754
60,1.2344635725021362
61,1.8071867227554321
62,0.7889248728752136
63,1.1207094192504883
64,0.5654252767562866
65,0.4543268382549286
66,0.30031663179397583
67,0.6822659373283386
68,1.323922038078308
69,0.5796526670455933
70,1.9658501148223877
71,1.6713978052139282
72,1.0429714918136597
73,0.5936779975891113
74,1.0160802602767944
75,1.1488007307052612
76,1.3823535442352295
77,0.978312611579895
78,1.0114812850952148
79,0.6386634111404419
80,0.9683950543403625
81,0.7894772887229919
82,0.8851805329322815
83,0.4927801191806793
84,0.6059161424636841
85,0.5870319604873657
86,0.7537640929222107
87,0.8668337464332581
88,0.9145416021347046
89,0.972331166267395
90,1.2009927034378052
91,0.7634570002555847
92,1.013828158378601
93,1.6292976140975952
94,0.6805413365364075
95,0.7354944348335266
96,0.4589309096336365
97,0.9172402024269104
98,0.6946597099304199
99,0.8229374289512634
100,1.037497878074646
101,0.7053523063659668
102,1.3844051361083984
103,1.0306681394577026
104,0.5262285470962524
105,1.1373169422149658
106,0.8509572148323059
107,0.37097281217575073
108,0.947674572467804
109,1.453955054283142
110,1.0487744808197021
111,0.60334312915802
112,0.8071408271789551
113,1.0007131099700928
114,0.6583998799324036
115,0.7889838814735413
116,0.7750072479248047
117,0.5410608649253845
118,0.8261225819587708
119,1.844486117362976
120,0.925713062286377
121,0.5712201595306396
122,1.25827157497406
123,1.6176791191101074
124,0.7029499411582947
125,0.6919323801994324
